store_id,dept_id,avg_holdiay_sales,avg_non_holiday_sales,holiday_delta,holiday_lift_pct,total_holiday_sales,total_non_holiday_sales,holiday_weeks,non_holiday_weeks
11,4,32513.54,28645.205,3868.335,0.13504302,32513.54,401032.87,1,14
14,33,13801.225,8872.478,4928.747,0.555509633,27602.45,177449.56,2,20
14,91,86754.09,94188.270666667,-7434.180666667,-0.078928943,260262.27,1412824.06,3,15
15,32,,4881.09875,,,0,78097.58,0,16
18,1,38184.43,19167.648,19016.782,0.992129133,38184.43,287514.72,1,15
20,31,4021.923333333,4652.305,-630.381666667,-0.135498783,12065.77,46523.05,3,10
24,7,21402.16,22872.8635,-1470.7035,-0.064299055,21402.16,457457.27,1,20
32,20,,5099.716,,,0,76495.74,0,15
32,6,5190.36,5066.107894737,124.252105263,0.024526147,5190.36,96256.05,1,19
33,13,7555.77,6761.479444444,794.290555556,0.117472894,7555.77,121706.63,1,18
33,17,342.83,312.604761905,30.225238095,0.096688348,685.66,6564.7,2,21
34,3,8030.79,6891.351818182,1139.438181818,0.165343203,8030.79,75804.87,1,11
45,55,17087.65,4555.138666667,12532.511333333,2.75129085,34175.3,68327.08,2,15
5,29,2015.3,1474.091578947,541.208421053,0.367147081,4030.6,28007.74,2,19
6,44,8263.406666667,7346.223333333,917.183333334,0.124851001,24790.22,88154.68,3,12
14,26,,12462.9365,,,0,249258.73,0,20
15,10,8668.103333333,11467.258,-2799.154666667,-0.244099737,26004.31,229345.16,3,20
16,80,728.56,205.089333333,523.470666667,2.55240318,728.56,3076.34,1,15
19,54,123.94,106.806153846,17.133846154,0.160420028,247.88,1388.48,2,13
23,48,,217.666666667,,,0,653,0,3
27,72,,55430.937272727,,,0,609740.31,0,11
31,41,951.73,1248.080666667,-296.350666667,-0.237445122,1903.46,18721.21,2,15
34,33,5742.86,3298.944666667,2443.915333333,0.740817316,5742.86,49484.17,1,15
37,98,,4964.936666667,,,0,59579.24,0,12
40,85,2510.47,1907.269230769,603.200769231,0.316264091,2510.47,24794.5,1,13
40,79,,13472.520769231,,,0,175142.77,0,13
41,31,,2556.028235294,,,0,43452.48,0,17
42,93,41860.55,33146.230666667,8714.319333333,0.262905288,83721.1,497193.46,2,15
2,98,,13509.788571429,,,0,189137.04,0,14
3,38,,111222.980588235,,,0,1890790.67,0,17
6,59,5575.53,450.406428571,5125.123571429,11.378886371,5575.53,6305.69,1,14
7,31,,1917.9725,,,0,30687.56,0,16
7,90,11623.78,12141.105,-517.325,-0.042609384,11623.78,121411.05,1,10
7,59,,77.796666667,,,0,933.56,0,12
10,22,25493.53,23173.669,2319.861,0.100107626,25493.53,463473.38,1,20
11,44,6691.265,5209.579166667,1481.685833333,0.284415648,13382.53,62514.95,2,12
12,5,,27623.627,,,0,552472.54,0,20
12,2,88331.55,74137.343,14194.207,0.191458264,88331.55,1482746.86,1,20
16,20,3343.596666667,3437.153333333,-93.556666666,-0.02721923,10030.79,61868.76,3,18
20,7,172139.24,72258.758571429,99880.481428571,1.382261243,172139.24,1011622.62,1,14
22,34,,22094.994,,,0,331424.91,0,15
24,59,1402.34,948.692222222,453.647777778,0.478182246,2804.68,17076.46,2,18
37,85,98.66,124.731578947,-26.071578947,-0.209021478,98.66,2369.9,1,19
41,12,2809.01,4182.534736842,-1373.524736842,-0.328395297,2809.01,79468.16,1,19
43,25,37.985,59.305625,-21.320625,-0.359504263,75.97,948.89,2,16
44,27,,11.972857143,,,0,83.81,0,7
6,33,4936.31,6123.037058824,-1186.727058824,-0.19381347,4936.31,104091.63,1,17
9,31,1053.565,1286.662777778,-233.097777778,-0.181164624,2107.13,23159.93,2,18
12,28,675.23,869.4675,-194.2375,-0.223398229,1350.46,13911.48,2,16
18,4,26022.875,26733.338181818,-710.463181818,-0.026575925,52045.75,588133.44,2,22
27,82,,22594.802142857,,,0,316327.23,0,14
30,46,5934.93,6690.381875,-755.451875,-0.112916107,17804.79,107046.11,3,16
33,24,,29.723333333,,,0,89.17,0,3
33,79,10824.18,11418.205,-594.025,-0.052024377,21648.36,205527.69,2,18
34,82,16301.27,14608.997333333,1692.272666667,0.115837701,16301.27,219134.96,1,15
34,22,10791.925,5604.29625,5187.62875,0.925652128,21583.85,89668.74,2,16
35,5,67203.52,19696.55,47506.97,2.411943716,134407.04,315144.8,2,16
36,9,,96.782307692,,,0,1258.17,0,13
38,4,,10724.982,,,0,160874.73,0,15
38,74,341.93,353.076666667,-11.146666667,-0.031570103,683.86,7414.61,2,21
44,60,329.2,350.578947368,-21.378947368,-0.060981835,658.4,6661,2,19
1,97,,34170.548571429,,,0,478387.68,0,14
5,71,836.663333333,376.705714286,459.957619047,1.220999846,2509.99,5273.88,3,14
6,82,,18996.455,,,0,341936.19,0,18
10,60,306.2,469.966666667,-163.766666667,-0.34846443,306.2,5639.6,1,12
15,40,,30107.049,,,0,301070.49,0,10
20,8,,78183.2955,,,0,1563665.91,0,20
23,40,,61105.208,,,0,611052.08,0,10
28,54,165.666666667,105.813333333,59.853333334,0.565650202,497,1269.76,3,12
30,28,,107.767222222,,,0,1939.81,0,18
32,40,56945.88,58867.745454545,-1921.865454545,-0.032647173,56945.88,647545.2,1,11
38,1,,6951.857368421,,,0,132085.29,0,19
3,67,2333.406666667,2040.959411765,292.447254902,0.143289109,7000.22,34696.31,3,17
10,87,30030.625,25573.380625,4457.244375,0.174292341,60061.25,409174.09,2,16
16,28,231.33,257.99,-26.66,-0.103337339,231.33,3095.88,1,12
17,10,16694.365,14042.494375,2651.870625,0.188846123,33388.73,224679.91,2,16
19,3,,13064.059473684,,,0,248217.13,0,19
20,60,,589.9,,,0,8258.6,0,14
34,9,15293.235,17054.69875,-1761.46375,-0.103283193,30586.47,409312.77,2,24
44,83,,1007.62,,,0,12091.44,0,12
3,6,877.32,1606.096923077,-728.776923077,-0.453756503,877.32,20879.26,1,13
4,2,87041.07,92125.271538462,-5084.201538462,-0.055187914,174082.14,1197628.53,2,13
4,58,5196.955,6407.780588235,-1210.825588235,-0.188961774,10393.91,108932.27,2,17
8,78,,9.88,,,0,19.76,0,2
19,52,2931.49,1661.463333333,1270.026666667,0.764402464,5862.98,24921.95,2,15
37,28,157.876666667,147.646111111,10.230555556,0.06929106,473.63,2657.63,3,18
42,32,37,38.934705882,-1.934705882,-0.049691036,37,661.89,1,17
43,93,40081.07,37439.865714286,2641.204285714,0.070545239,40081.07,524158.12,1,14
44,96,2804.13,2693.966666667,110.163333333,0.040892612,2804.13,32327.6,1,12
18,2,,61564.177857143,,,0,861898.49,0,14
23,52,2663.95,3171.194615385,-507.244615385,-0.159953796,2663.95,41225.53,1,13
24,71,9826.42,4411.5375,5414.8825,1.22743658,9826.42,70584.6,1,16
36,94,,52211.17375,,,0,835378.78,0,16
45,18,23277.875,6383.584117647,16894.290882353,2.646521229,46555.75,108520.93,2,17
8,8,,26644.626470588,,,0,452958.65,0,17
18,82,,23598.922727273,,,0,259588.15,0,11
19,94,35735.42,37472.997647059,-1737.577647059,-0.046368792,35735.42,637040.96,1,17
40,54,50.63,127.842857143,-77.212857143,-0.603966924,101.26,1789.8,2,14
43,56,30,140.781538462,-110.781538462,-0.786903877,30,1830.16,1,13
8,11,,18861.68125,,,0,150893.45,0,8
10,3,,26280.980588235,,,0,446776.67,0,17
10,26,19486.25,16156.586086957,3329.663913043,0.206087096,58458.75,371601.48,3,23
11,41,1636.905,1134.618571429,502.286428571,0.44269188,3273.81,15884.66,2,14
20,44,,8591.926875,,,0,137470.83,0,16
33,67,,634.5805,,,0,12691.61,0,20
36,11,357.235,240.305333333,116.929666667,0.486587897,714.47,3604.58,2,15
39,93,36756.815,39830.885294118,-3074.070294118,-0.077178056,73513.63,677125.05,2,17
41,59,584.493333333,1263.248,-678.754666667,-0.537309116,1753.48,18948.72,3,15
45,10,12426.365,14410.552941176,-1984.187941176,-0.137689924,24852.73,244979.4,2,17
8,54,,74.178461538,,,0,964.32,0,13
20,90,,96582.506428571,,,0,1352155.09,0,14
29,18,,1856.836363636,,,0,20425.2,0,11
34,18,447.17,1509.492941176,-1062.322941176,-0.70376145,447.17,25661.38,1,17
42,42,,164.275555556,,,0,1478.48,0,9
8,37,2452.34,2189.057,263.283,0.120272336,4904.68,43781.14,2,20
22,29,8907.58,7265.2475,1642.3325,0.226053207,17815.16,116243.96,2,16
28,32,,8515.331538462,,,0,110699.31,0,13
41,99,100,0.08,99.92,1249,100,0.24,1,3
1,37,,2828.62,,,0,42429.3,0,15
5,42,2146.47,2997.412608696,-850.942608696,-0.283892383,2146.47,68940.49,1,23
6,87,34046.58,40303.994375,-6257.414375,-0.15525544,34046.58,644863.91,1,16
7,34,4758.885,5478.331666667,-719.446666667,-0.131325869,9517.77,98609.97,2,18
16,3,8155.48,7354.066,801.414,0.108975633,16310.96,110310.99,2,15
23,30,,8198.827,,,0,81988.27,0,10
29,80,40.85,25.17,15.68,0.622963846,81.7,176.19,2,7
29,59,,253.254615385,,,0,3292.31,0,13
39,26,,10001.045714286,,,0,140014.64,0,14
2,82,28812.86,22625.584615385,6187.275384615,0.273463669,28812.86,294132.6,1,13
7,98,465.06,285.9925,179.0675,0.626126559,465.06,3431.91,1,12
16,82,12623.56,9569.611875,3053.948125,0.319129779,25247.12,153113.79,2,16
6,97,20164.62,21177.198888889,-1012.578888889,-0.047814581,20164.62,381189.58,1,18
24,40,39587.14,46015.407857143,-6428.267857143,-0.139698161,39587.14,644215.71,1,14
33,41,,53.357142857,,,0,373.5,0,7
41,27,1942.616666667,1504.84,437.776666667,0.290912434,5827.85,22572.6,3,15
42,46,,6047.466,,,0,60474.66,0,10
30,7,,359.392307692,,,0,4672.1,0,13
11,21,5642.1,7346.668461538,-1704.568461538,-0.232019244,5642.1,95506.69,1,13
14,25,,13826.2875,,,0,221220.6,0,16
27,92,153149.565,151626.13,1523.435,0.010047312,306299.13,2577644.21,2,17
11,91,42907.555,43024.257272727,-116.702272727,-0.002712476,85815.11,473266.83,2,11
21,52,3330.3025,2728.0435,602.259,0.220765908,13321.21,54560.87,4,20
32,19,1916.815,1750.4075,166.4075,0.095067863,3833.63,21004.89,2,12
5,27,547.576666667,332.595,214.981666667,0.646376724,1642.73,3325.95,3,10
6,72,90128.49,74827.1995,15301.2905,0.204488349,180256.98,1496543.99,2,20
43,7,594.755,578.019285714,16.735714286,0.028953557,1189.51,8092.27,2,14
33,6,,6.84,,,0,20.52,0,3
10,85,2240.45,3271.076666667,-1030.626666667,-0.315072611,2240.45,58879.38,1,18
24,77,,198,,,0,396,0,2
1,67,17614.47,6458.211333333,11156.258666667,1.727453329,17614.47,96873.17,1,15
18,14,23610.03,26196.604444444,-2586.574444444,-0.098737012,47220.06,235769.44,2,9
1,93,70202.02,72963.122857143,-2761.102857143,-0.037842444,70202.02,1021483.72,1,14
15,54,28,76.268,-48.268,-0.632873551,28,762.68,1,10
33,44,,8.47,,,0,8.47,0,1
38,29,,23.64,,,0,23.64,0,1
28,99,20.11,65.01,-44.9,-0.690662975,20.11,130.02,1,2
3,18,,1867.781666667,,,0,11206.69,0,6
22,47,,-97,,,0,-97,0,1
20,99,140,119.945,20.055,0.167201634,140,239.89,1,2
27,78,,20,,,0,20,0,1
4,78,,1,,,0,1,0,1
42,44,,7.94,,,0,7.94,0,1
4,47,,19.97,,,0,19.97,0,1
6,51,,22,,,0,22,0,1
1,55,,12202.263478261,,,0,280652.06,0,23
6,32,,10274.941333333,,,0,154124.12,0,15
12,95,39925.766666667,45046.869333333,-5121.102666666,-0.113683875,119777.3,675703.04,3,15
12,49,,15.506666667,,,0,139.56,0,9
13,19,3679.825,3828.440526316,-148.615526316,-0.038818815,7359.65,72740.37,2,19
13,98,16724.98,14735.257826087,1989.722173913,0.135031378,16724.98,338910.93,1,23
14,52,,2440.915217391,,,0,56141.05,0,23
17,35,,1516.15625,,,0,24258.5,0,16
18,7,69569.77,24061.486470588,45508.283529412,1.891333006,139139.54,409045.27,2,17
21,59,340.635,540.9825,-200.3475,-0.370340076,681.27,8655.72,2,16
23,8,33555.2475,38420.1375,-4864.89,-0.126623441,134220.99,461041.65,4,12
24,11,15332.98,14379.057333333,953.922666667,0.066341113,30665.96,215685.86,2,15
24,1,20882.05,16605.426875,4276.623125,0.257543703,41764.1,265686.83,2,16
24,3,22287.23,9620.440526316,12666.789473684,1.316653789,44574.46,182788.37,2,19
24,38,52170.236666667,59310.1375,-7139.900833333,-0.12038247,156510.71,948962.2,3,16
24,93,39757.27,36147.601111111,3609.668888889,0.099859155,39757.27,650656.82,1,18
27,6,6502.036666667,5986.381904762,515.654761905,0.086137966,19506.11,125714.02,3,21
28,25,,15743.200714286,,,0,220404.81,0,14
28,9,,19569.576470588,,,0,332682.8,0,17
29,87,9655.36,9654.382307692,0.977692308,0.000101269,9655.36,125506.97,1,13
31,85,1013.875,1401.462666667,-387.587666667,-0.276559395,2027.75,21021.94,2,15
31,59,1663.4,421.218888889,1242.181111111,2.949015687,1663.4,7581.94,1,18
32,9,29350.53,17119.097777778,12231.432222222,0.71449047,29350.53,308143.76,1,18
35,72,88971.56,68367.029,20604.531,0.301381109,88971.56,1367340.58,1,20
35,85,1553.54,2824.962857143,-1271.422857143,-0.450067106,1553.54,39549.48,1,14
40,28,243.765,332.701578947,-88.936578947,-0.267316372,975.06,6321.33,4,19
42,82,8181.395,7327.638823529,853.756176471,0.116511771,16362.79,124569.86,2,17
1,95,111390.36,121862.432142857,-10472.072142857,-0.085933556,111390.36,1706074.05,1,14
4,67,,15170.418,,,0,227556.27,0,15
4,11,,26923.925,,,0,430782.8,0,16
12,67,6344.056666667,8051.225714286,-1707.169047619,-0.212038404,19032.17,112717.16,3,14
16,74,12000.285,9983.962,2016.323,0.201956197,24000.57,149759.43,2,15
17,93,3486.34,3536.532666667,-50.192666667,-0.014192621,3486.34,53047.99,1,15
18,29,9341.94,10980.238095238,-1638.298095238,-0.149204241,18683.88,230585,2,21
22,60,299.2,363.866666667,-64.666666667,-0.177720777,299.2,6549.6,1,18
23,74,35707.53,35900.895,-193.365,-0.005386077,35707.53,502612.53,1,14
25,2,,36556.688,,,0,548350.32,0,15
30,38,53977.43,64117.066666667,-10139.636666667,-0.158142554,53977.43,961756,1,15
31,55,15622.545,8668.772857143,6953.772142857,0.802163381,31245.09,121362.82,2,14
32,12,2437.76,3460.451428571,-1022.691428571,-0.295536998,4875.52,48446.32,2,14
32,52,,2664.654444444,,,0,23981.89,0,9
32,78,,-12.88,,,0,-12.88,0,1
32,14,,14672.755789474,,,0,278782.36,0,19
40,8,31963.295,33884.234615385,-1920.939615385,-0.05669125,63926.59,440495.05,2,13
40,52,,868.510526316,,,0,16501.7,0,19
41,30,,2846.6565,,,0,56933.13,0,20
42,97,,17852.121666667,,,0,321338.19,0,18
42,90,62456.946666667,53945.295555556,8511.651111111,0.15778301,187370.84,971015.32,3,18
44,79,4700.695,4335.2945,365.4005,0.084285047,9401.39,86705.89,2,20
6,90,75415.71,53866.72,21548.99,0.400042735,75415.71,592533.92,1,11
8,44,3036.87,3861.132,-824.262,-0.213476773,6073.74,77222.64,2,20
10,35,10946.5,8803.4,2143.1,0.243440035,10946.5,61623.8,1,7
11,17,,13225.120714286,,,0,185151.69,0,14
14,98,20792.27,17403.287222222,3388.982777778,0.194732336,20792.27,313259.17,1,18
19,23,30224.23,30748.105625,-523.875625,-0.017037655,30224.23,491969.69,1,16
22,40,51093.99,53908.192777778,-2814.202777778,-0.052203619,51093.99,970347.47,1,18
23,3,22263.19,18368.2675,3894.9225,0.212046264,66789.57,293892.28,3,16
25,25,6939.213333333,7048.968181818,-109.754848485,-0.015570342,20817.64,155077.3,3,22
26,91,,37377.754666667,,,0,560666.32,0,15
26,95,76669.43,73966.462857143,2702.967142857,0.036543145,306677.72,1035530.48,4,14
27,14,54084.895,29644.945,24439.95,0.824422174,108169.79,415029.23,2,14
27,2,70865.42,74731.540769231,-3866.120769231,-0.051733455,70865.42,971510.03,1,13
31,19,34,41.720769231,-7.720769231,-0.185058171,34,542.37,1,13
32,17,9845.46,11846.779230769,-2001.319230769,-0.168933614,9845.46,154008.13,1,13
32,41,1751.8,3187.712941176,-1435.912941176,-0.450452399,3503.6,54191.12,2,17
35,34,18836.64,24214.416666667,-5377.776666667,-0.222089871,18836.64,653789.25,1,27
35,44,1472.05,1618.890526316,-146.840526316,-0.09070442,1472.05,30758.92,1,19
37,5,1379.04,1019.940555556,359.099444444,0.352078798,1379.04,18358.93,1,18
39,94,51323.185,60990.712941176,-9667.527941176,-0.158508197,102646.37,1036842.12,2,17
40,40,30698.285,32564.444375,-1866.159375,-0.057306655,61396.57,521031.11,2,16
41,41,4306.1,2201.81,2104.29,0.955709167,4306.1,33027.15,1,15
45,58,,1567.176470588,,,0,26642,0,17
1,19,,1093.755882353,,,0,18593.85,0,17
2,14,24718.91,18029.6675,6689.2425,0.371013082,24718.91,288474.68,1,16
2,81,29691.07,30411.062777778,-719.992777778,-0.023675357,59382.14,547399.13,2,18
3,74,,3482.752222222,,,0,31344.77,0,9
9,49,,43.911666667,,,0,263.47,0,6
10,29,19499.5,16774.18,2725.32,0.162471131,19499.5,201290.16,1,12
15,9,7142.64,16156.379230769,-9013.739230769,-0.557905896,7142.64,210032.93,1,13
25,22,5875.14,6166.311111111,-291.171111111,-0.04721966,5875.14,110993.6,1,18
26,87,,21281.332941176,,,0,361782.66,0,17
28,79,,44077.699285714,,,0,617087.79,0,14
34,30,2168.67,1917.944444444,250.725555556,0.130726183,4337.34,34523,2,18
43,9,,148.862352941,,,0,2530.66,0,17
1,3,10932.055,14683.988823529,-3751.933823529,-0.255511896,65592.33,249627.81,6,17
1,36,503.5,1284.576923077,-781.076923077,-0.608042157,503.5,16699.5,1,13
2,92,182189.34,167843.976923077,14345.363076923,0.085468441,182189.34,2181971.7,1,13
6,95,81469.65,92039.19,-10569.54,-0.114837386,162939.3,1656705.42,2,18
11,80,13680.746666667,13396.802272727,283.94439394,0.021194938,41042.24,294729.65,3,22
13,17,20198.89,17935.882222222,2263.007777778,0.126172092,20198.89,322845.88,1,18
13,93,66888.96,50196.573076923,16692.386923077,0.332540369,66888.96,652555.45,1,13
14,71,10911.5,8877.4055,2034.0945,0.229131642,21823,177548.11,2,20
19,72,,61965.328461538,,,0,805549.27,0,13
19,34,19231.96,17265.636,1966.324,0.113886566,19231.96,431640.9,1,25
20,94,,64754.895714286,,,0,906568.54,0,14
27,17,,18410.790833333,,,0,220929.49,0,12
28,30,6366.13,3732.059047619,2634.070952381,0.705795626,6366.13,78373.24,1,21
31,71,10181.82,5373.354,4808.466,0.894872365,10181.82,80600.31,1,15
36,74,552.24,611.39375,-59.15375,-0.096752298,552.24,9782.3,1,16
45,80,,684.39625,,,0,10950.34,0,16
8,25,5626.376666667,7232.059166667,-1605.6825,-0.222022866,16879.13,86784.71,3,12
10,1,52118.42,38622.748636364,13495.671363636,0.349422862,52118.42,849700.47,1,22
26,40,40376.46,37508.678888889,2867.781111111,0.076456468,40376.46,337578.11,1,9
26,31,1575.48,1215.427647059,360.052352941,0.296235118,1575.48,20662.27,1,17
29,71,5698.32,2622.456428571,3075.863571429,1.172894061,5698.32,36714.39,1,14
34,48,1204,1565.647058824,-361.647058824,-0.230988879,2408,26616,2,17
35,83,2010.22,2350.785555556,-340.565555556,-0.144873085,4020.44,42314.14,2,18
40,96,16756.78,15863.009230769,893.770769231,0.056343078,16756.78,206219.12,1,13
40,95,71262.395,63690.24,7572.155,0.118890351,142524.79,1082734.08,2,17
41,23,,18462.436153846,,,0,240011.67,0,13
45,19,1026.105,1345.895789474,-319.790789474,-0.237604421,2052.21,25572.02,2,19
1,5,44032.823333333,20250.481538462,23782.341794871,1.174408705,132098.47,263256.26,3,13
17,90,17841.77,29596.191666667,-11754.421666667,-0.397159939,17841.77,177577.15,1,6
22,13,,38015.934666667,,,0,570239.02,0,15
24,54,30.88,82.835,-51.955,-0.62721072,30.88,662.68,1,8
26,2,23075.255,27976.2635,-4901.0085,-0.175184527,46150.51,559525.27,2,20
33,26,,151.55,,,0,1060.85,0,7
43,97,,18862.040625,,,0,301792.65,0,16
45,9,10734.065,15218.342631579,-4484.277631579,-0.29466268,21468.13,289148.51,2,19
1,7,,29225.555,,,0,526059.99,0,18
9,7,,16987.239230769,,,0,220834.11,0,13
10,19,,3085.625789474,,,0,58626.89,0,19
11,50,,20,,,0,40,0,2
13,27,,2446.973333333,,,0,29363.68,0,12
21,30,,4445.873333333,,,0,66688.1,0,15
26,28,342.955,388.731666667,-45.776666667,-0.117759037,685.91,4664.78,2,12
27,91,64927.535,68165.207222222,-3237.672222222,-0.047497431,129855.07,1226973.73,2,18
30,17,192.97,152.045833333,40.924166667,0.269156778,578.91,1824.55,3,12
32,79,13668.615,15477.19,-1808.575,-0.116854222,27337.23,216680.66,2,14
38,9,49.54,89.845333333,-40.305333333,-0.448607978,49.54,1347.68,1,15
43,95,65502.31,71323.209230769,-5820.899230769,-0.081612974,65502.31,927201.72,1,13
44,12,81.98,82.833571429,-0.853571429,-0.010304656,81.98,1159.67,1,14
44,20,,40.31875,,,0,322.55,0,8
9,71,1317.54,1600.683888889,-283.143888889,-0.176889323,1317.54,28812.31,1,18
9,87,12618.49,14983.6445,-2365.1545,-0.15784908,25236.98,299672.89,2,20
13,12,5158.425,7933.194210526,-2774.769210526,-0.349766959,10316.85,150730.69,2,19
16,24,2175.99,2133.753157895,42.236842105,0.019794624,4351.98,40541.31,2,19
19,7,21231.99,40289.606153846,-19057.616153846,-0.473015697,42463.98,523764.88,2,13
23,34,,25776.367857143,,,0,360869.15,0,14
23,59,,1691.465882353,,,0,28754.92,0,17
26,52,,1620.290833333,,,0,19443.49,0,12
27,30,,5410.336666667,,,0,64924.04,0,12
39,27,1477.86,1594.127368421,-116.267368421,-0.072934805,4433.58,30288.42,3,19
43,87,,79.55,,,0,1431.9,0,18
7,1,,10690.397272727,,,0,117594.37,0,11
10,30,11214.475,10767.798666667,446.676333333,0.041482604,22428.95,161516.98,2,15
14,14,67147.04,22372.982307692,44774.057692308,2.00125567,67147.04,290848.77,1,13
14,90,117100.45,106413.310588235,10687.139411765,0.100430476,117100.45,1809026.28,1,17
15,55,13111.625,6820.566111111,6291.058888889,0.922366089,26223.25,122770.19,2,18
18,58,,3578.366666667,,,0,53675.5,0,15
20,28,879.36,952.700714286,-73.340714286,-0.076981903,1758.72,13337.81,2,14
31,90,,86534.371428571,,,0,1211481.2,0,14
39,90,67095.65,77499.545454545,-10403.895454545,-0.1342446,67095.65,852495,1,11
45,54,,72.255833333,,,0,867.07,0,12
3,87,634.93,973.112857143,-338.182857143,-0.347526862,634.93,13623.58,1,14
6,42,8198.765,9245.11952381,-1046.35452381,-0.113179123,16397.53,194147.51,2,21
16,54,,46.336666667,,,0,695.05,0,15
17,42,2566.5,4209.3575,-1642.8575,-0.390286997,2566.5,67349.72,1,16
21,71,4681.936666667,5449.454,-767.517333333,-0.140842979,14045.81,54494.54,3,10
23,93,3157.25,1882.883333333,1274.366666667,0.676816584,6314.5,16945.95,2,9
37,17,350.17,322.142352941,28.027647059,0.087003919,350.17,5476.42,1,17
4,87,,14762.365454545,,,0,162386.02,0,11
14,3,,17229.0895,,,0,344581.79,0,20
15,67,5518.825,5340.276923077,178.548076923,0.033434236,22075.3,69423.6,4,13
16,26,,2187.549411765,,,0,37188.34,0,17
22,87,14816.98,14579.4555,237.5245,0.016291726,14816.98,291589.11,1,20
28,10,,22331.3525,,,0,178650.82,0,8
32,36,1489.365,1474.86625,14.49875,0.009830552,2978.73,23597.86,2,16
33,42,35.01,47.946153846,-12.936153846,-0.269805872,35.01,623.3,1,13
38,95,30113.97,42348.782666667,-12234.812666667,-0.288905888,30113.97,635231.74,1,15
40,58,,3483,,,0,41796,0,12
2,94,72778.27,70651.931428571,2126.338571429,0.030095972,145556.54,989127.04,2,14
3,35,2004.375,1324.870666667,679.504333333,0.512883522,4008.75,19873.06,2,15
24,17,14136.775,13079.478333333,1057.296666667,0.080836302,28273.55,156953.74,2,12
38,2,9654.72,11048.309444444,-1393.589444444,-0.12613599,9654.72,198869.57,1,18
25,51,,4.36,,,0,4.36,0,1
28,94,36916.885,37707.138571429,-790.253571429,-0.020957665,73833.77,527899.94,2,14
4,7,93946.41,44306.62,49639.79,1.120369597,187892.82,664599.3,2,15
9,9,31608.96,13838.63,17770.33,1.284110494,31608.96,193740.82,1,14
15,31,3237.77,2250.386153846,987.383846154,0.438761963,3237.77,29255.02,1,13
18,30,6174.38,6168.961818182,5.418181818,0.000878297,18523.14,67858.58,3,11
29,24,,4000.9245,,,0,80018.49,0,20
40,6,16184.93,2986.051428571,13198.878571429,4.420177913,32369.86,41804.72,2,14
10,28,,1477.069,,,0,14770.69,0,10
22,11,,16155.682777778,,,0,290802.29,0,18
31,5,,22119.68625,,,0,353914.98,0,16
34,97,,17536.904545455,,,0,192905.95,0,11
3,90,1661.97,1535.011666667,126.958333333,0.082708383,1661.97,18420.14,1,12
4,94,,67137.259166667,,,0,1611294.22,0,24
7,97,5078.63,4192.677272727,885.952727273,0.211309545,5078.63,46119.45,1,11
8,30,2619.88,2492.575333333,127.304666667,0.051073548,2619.88,37388.63,1,15
13,32,11778.69,10222.751538462,1555.938461538,0.15220349,35336.07,132895.77,3,13
16,51,,16.511428571,,,0,115.58,0,7
33,16,509.17,326.064545455,183.105454545,0.561561989,509.17,3586.71,1,11
10,59,17564.14,4353.919333333,13210.220666667,3.034098626,35128.28,65308.79,2,15
21,4,19240.84,19754.825714286,-513.985714286,-0.026018236,76963.36,414851.34,4,21
22,58,3335,3380.8,-45.8,-0.013547089,10005,33808,3,10
26,79,11474.493333333,12176.505714286,-702.012380953,-0.057653024,34423.48,170471.08,3,14
27,9,15816.95,28235.638125,-12418.688125,-0.439823179,15816.95,451770.21,1,16
19,5,39934.03,29401.456363636,10532.573636364,0.358233058,39934.03,323416.02,1,11
2,19,4151.04,3953.771,197.269,0.049893886,4151.04,39537.71,1,10
3,8,,8294.61,,,0,132713.76,0,16
4,46,37769.15,39219.266875,-1450.116875,-0.036974604,113307.45,627508.27,3,16
18,32,13281.24,9350.03125,3931.20875,0.420448728,13281.24,74800.25,1,8
24,60,96.8,107.85,-11.05,-0.102457116,96.8,1941.3,1,18
44,5,975.56,876.811666667,98.748333333,0.112622057,975.56,15782.61,1,18
11,49,9074.305,8613.2,461.105,0.053534691,18148.61,77518.8,2,9
41,94,55183.04,47093.782352941,8089.257647059,0.171769122,55183.04,800594.3,1,17
44,40,17336.19,15286.397692308,2049.792307692,0.134092567,17336.19,198723.17,1,13
31,72,,41417.7925,,,0,497013.51,0,12
33,55,,35.805454545,,,0,393.86,0,11
20,49,19710.04,21129.569333333,-1419.529333333,-0.067182123,19710.04,316943.54,1,15
3,47,,45,,,0,45,0,1
9,45,,8.433333333,,,0,25.3,0,3
16,94,223.636666667,930.48,-706.843333333,-0.759654515,670.91,9304.8,3,10
34,19,,21.807777778,,,0,196.27,0,9
27,24,,8517.454285714,,,0,59622.18,0,7
2,12,5728.32,8245.68,-2517.36,-0.305294409,5728.32,123685.2,1,15
36,7,622.19,324.364285714,297.825714286,0.918182819,622.19,4541.1,1,14
21,51,11,2.375,8.625,3.631578947,11,4.75,1,2
32,99,140,186,-46,-0.247311828,140,372,1,2
33,23,,15.04,,,0,15.04,0,1
1,94,,62138.195,,,0,745658.34,0,12
2,16,14331.81,25228.274,-10896.464,-0.431914764,14331.81,378424.11,1,15
3,27,788.45,436.691111111,351.758888889,0.805509615,788.45,7860.44,1,18
7,25,6536.936,5241.947857143,1294.988142857,0.247043309,32684.68,73387.27,5,14
7,3,8504.26,8154.539411765,349.720588235,0.042886615,8504.26,138627.17,1,17
8,59,,341.290555556,,,0,6143.23,0,18
