Store,Dept,Date,Weekly_Sales,IsHoliday
25,30,2010-02-26,3393.66,False
39,92,2010-11-19,119848.34,False
1,32,2012-06-29,5446.58,False
26,35,2012-10-12,1554.39,False
12,79,2012-08-31,41916.55,False
9,28,2012-06-01,161.2,False
30,79,2011-03-04,6007.93,False
3,31,2012-10-05,941.27,False
38,9,2012-10-19,82.7,False
35,23,2010-12-24,90046.41,False
29,44,2011-05-27,1679.33,False
34,80,2011-01-14,11559.4,False
9,22,2012-07-13,4602.15,False
45,81,2010-11-12,15693.64,False
27,72,2011-05-06,52241.14,False
33,83,2010-10-22,2046.17,False
13,32,2011-02-04,7569.07,False
31,11,2011-05-27,10397.4,False
12,34,2012-01-27,17289.46,False
16,2,2012-07-20,27660.33,False
40,12,2011-01-21,2438.01,False
43,28,2010-08-20,92.5,False
1,51,2010-05-07,185.8,False
6,2,2012-06-01,55522.74,False
43,72,2011-07-29,17.11,False
35,21,2012-06-15,3297.33,False
21,8,2010-08-13,17657.62,False
24,13,2012-06-22,27664.54,False
22,98,2011-12-16,613.18,False
44,96,2011-05-06,2574.21,False
25,35,2011-02-11,1242.0,True
42,3,2012-08-17,1408.2,False
37,3,2010-08-20,1801.79,False
29,93,2010-03-05,1110.38,False
39,42,2010-10-08,3049.11,False
13,72,2011-09-16,67643.54,False
27,34,2010-10-15,17023.0,False
45,98,2012-04-06,778.7,False
29,41,2010-05-07,1719.0,False
12,9,2011-02-11,16667.85,True
27,85,2010-08-20,6244.7,False
31,35,2011-01-07,1429.75,False
33,91,2010-08-20,8527.12,False
23,44,2011-08-12,6797.5,False
20,10,2011-03-18,33373.18,False
41,33,2012-06-29,4252.95,False
41,29,2010-06-25,4048.5,False
7,12,2010-04-16,5462.22,False
3,9,2011-06-17,8871.34,False
12,25,2010-04-09,22252.54,False
45,14,2012-02-17,15864.37,False
16,49,2012-01-27,32.67,False
9,44,2010-06-11,2304.84,False
32,67,2010-02-19,12768.25,False
4,80,2011-04-01,16892.54,False
19,27,2010-09-10,3012.86,True
10,83,2011-12-16,239.19,False
17,44,2011-04-15,6642.48,False
15,26,2012-01-06,2850.54,False
28,2,2011-07-01,56784.32,False
7,36,2010-03-26,2644.0,False
3,8,2010-04-02,8829.82,False
14,3,2011-05-13,9914.44,False
18,98,2011-11-25,2605.26,True
14,58,2011-02-25,4737.0,False
14,7,2011-12-09,153936.81,False
39,87,2011-07-01,8207.49,False
21,56,2011-07-08,1030.1,False
37,92,2011-05-20,58391.29,False
12,13,2010-06-04,50603.51,False
22,32,2011-12-16,10901.17,False
38,1,2011-05-06,5831.6,False
35,12,2011-03-25,1924.09,False
15,92,2010-11-12,21232.98,False
25,85,2010-07-16,4069.92,False
34,27,2011-10-21,701.23,False
24,44,2011-09-02,3328.82,False
11,24,2011-04-29,7261.4,False
24,10,2010-07-23,28473.6,False
26,7,2011-09-16,9613.42,False
27,96,2010-06-11,23446.94,False
36,72,2012-10-05,-16.88,False
11,71,2011-05-13,7021.95,False
2,91,2010-07-16,87157.77,False
21,2,2010-11-26,49826.86,True
9,30,2010-05-21,2285.14,False
5,35,2010-03-05,1408.0,False
28,40,2012-09-21,44931.27,False
38,94,2012-09-07,25976.2,True
21,31,2010-05-21,2790.94,False
22,79,2011-11-18,16798.7,False
9,59,2010-05-28,371.56,False
32,8,2012-09-07,23497.01,True
22,54,2012-02-10,17.64,True
30,56,2012-03-16,25.0,False
19,2,2012-01-06,43809.18,False
1,2,2012-05-11,46717.76,False
15,67,2012-03-02,3869.79,False
21,20,2011-05-06,5171.02,False
27,42,2010-10-15,10877.78,False
36,11,2012-10-19,265.44,False
2,12,2010-11-12,7699.76,False
15,29,2011-02-11,5183.79,True
23,24,2011-02-18,9890.48,False
24,85,2012-03-02,1134.42,False
8,12,2012-06-15,7990.22,False
26,38,2011-01-07,121092.97,False
41,40,2011-08-05,57621.59,False
15,32,2011-08-19,4769.71,False
31,85,2011-07-15,1250.96,False
37,74,2012-08-03,1092.0,False
15,10,2011-09-23,10635.35,False
17,7,2011-12-09,32871.53,False
3,41,2011-02-18,641.71,False
28,67,2012-03-23,4873.62,False
25,28,2010-07-09,342.71,False
28,4,2012-06-01,28700.88,False
21,10,2010-03-05,14332.06,False
31,19,2011-05-20,16.36,False
29,11,2012-01-06,8274.53,False
44,67,2011-06-17,1819.06,False
13,7,2011-04-15,55096.99,False
13,8,2010-03-12,36524.26,False
39,7,2011-05-06,34337.79,False
26,93,2010-09-17,24068.35,False
12,14,2011-04-01,20500.93,False
30,13,2012-05-04,11002.09,False
34,85,2010-07-16,2503.87,False
40,96,2011-05-20,13723.0,False
11,54,2012-07-20,14.88,False
14,44,2011-11-04,5737.55,False
1,32,2010-11-19,6967.7,False
21,72,2012-10-05,35469.55,False
14,74,2011-04-15,24899.55,False
29,12,2010-11-26,2090.76,True
30,10,2011-04-01,180.98,False
34,6,2011-03-11,3370.99,False
34,67,2010-11-12,5817.37,False
4,32,2010-12-17,29505.12,False
33,83,2012-01-06,1956.28,False
15,74,2011-12-16,13513.48,False
5,31,2011-01-28,422.86,False
20,83,2012-03-23,5219.84,False
23,49,2012-08-17,29453.74,False
12,46,2010-07-02,30426.9,False
32,26,2011-10-14,8744.6,False
16,42,2010-07-09,3627.0,False
14,22,2010-03-26,18152.61,False
14,27,2010-03-05,3285.5,False
18,11,2011-10-07,16070.32,False
30,46,2012-08-31,5263.41,False
29,23,2011-10-21,18340.15,False
3,13,2011-04-01,9268.56,False
30,16,2010-08-13,2196.03,False
7,46,2011-07-29,21046.87,False
33,91,2012-05-25,10961.19,False
13,67,2011-07-22,11835.39,False
20,27,2011-03-04,2895.9,False
30,83,2011-03-18,1835.39,False
4,60,2012-06-08,486.0,False
26,59,2012-09-21,104.42,False
45,33,2011-09-09,7346.98,True
35,44,2012-06-22,1311.17,False
1,85,2010-11-19,3886.23,False
1,91,2010-03-19,63250.87,False
9,5,2012-08-17,15860.62,False
13,96,2010-10-22,8621.39,False
30,13,2011-08-05,11286.69,False
19,95,2012-08-24,99766.11,False
15,80,2010-07-02,12.75,False
44,5,2010-07-02,719.34,False
4,97,2010-03-05,35613.58,False
34,44,2010-04-30,3194.35,False
32,44,2011-03-11,4519.62,False
14,74,2012-03-23,23277.21,False
26,29,2010-04-09,2753.4,False
12,1,2010-11-12,11608.18,False
37,83,2010-04-02,2830.05,False
40,8,2010-04-16,32924.17,False
34,9,2012-04-27,18615.53,False
11,92,2010-06-04,70442.67,False
38,42,2012-06-08,121.92,False
39,95,2012-10-05,117713.63,False
19,14,2012-08-17,16880.85,False
14,28,2012-06-22,597.36,False
18,98,2010-02-19,304.86,False
19,98,2011-10-21,13249.45,False
6,98,2010-11-05,9146.6,False
32,23,2012-01-27,15200.37,False
15,87,2012-01-20,9108.61,False
4,94,2010-06-25,65055.35,False
7,55,2011-12-23,26977.37,False
45,90,2012-09-21,23161.37,False
6,91,2010-04-09,45784.52,False
4,2,2010-07-16,87181.89,False
34,29,2011-01-07,2506.91,False
32,98,2011-02-04,7827.15,False
43,93,2011-06-10,38316.64,False
29,35,2011-05-06,3504.47,False
21,58,2011-11-04,685.0,False
24,98,2010-05-21,9152.52,False
18,35,2010-10-08,3980.0,False
31,87,2012-03-09,9226.77,False
33,96,2010-12-03,6074.67,False
27,46,2010-03-26,36855.09,False
9,29,2011-03-25,1200.16,False
27,6,2012-08-31,4143.29,False
28,21,2012-01-27,4134.85,False
17,72,2011-08-26,44469.65,False
6,25,2012-06-22,14923.24,False
28,30,2011-03-25,4305.7,False
8,30,2011-02-04,2175.86,False
28,93,2012-05-11,51287.25,False
23,27,2011-01-21,2618.02,False
40,90,2011-06-10,60708.97,False
3,71,2012-10-12,833.56,False
10,54,2012-04-13,58.8,False
25,91,2010-05-07,7521.67,False
43,42,2010-04-09,159.26,False
11,4,2012-01-20,29336.65,False
23,3,2011-10-07,13534.83,False
24,1,2011-07-29,13655.43,False
20,52,2011-12-23,6145.35,False
38,31,2012-06-15,54.5,False
24,46,2010-04-23,15220.33,False
20,16,2011-12-23,5025.65,False
14,25,2011-08-12,11796.31,False
28,58,2011-12-09,6195.0,False
28,28,2010-12-31,707.29,True
20,8,2011-05-20,76994.66,False
14,59,2011-05-27,388.27,False
34,38,2011-07-08,46597.05,False
3,35,2010-02-26,1285.0,False
43,28,2010-08-27,161.0,False
14,7,2010-07-23,44665.67,False
2,35,2011-12-23,6178.09,False
20,6,2010-08-27,6928.82,False
13,87,2010-02-19,11417.84,False
42,87,2010-05-14,594.94,False
16,45,2010-12-03,11.47,False
42,82,2012-08-24,6592.63,False
41,42,2011-04-08,5214.47,False
43,13,2011-03-25,16389.41,False
11,2,2011-03-04,60619.32,False
11,87,2010-05-28,12572.04,False
23,45,2012-03-16,11.97,False
38,52,2010-11-12,13.59,False
43,59,2010-08-27,143.81,False
3,30,2012-06-15,1358.26,False
11,59,2010-12-24,25636.25,False
15,44,2012-01-20,3108.73,False
38,72,2010-12-24,133.36,False
8,30,2011-01-07,1947.5,False
8,59,2012-09-21,132.74,False
11,81,2011-11-18,12562.33,False
7,34,2012-04-13,5518.3,False
22,16,2012-07-13,33515.95,False
44,96,2012-10-19,3280.83,False
31,12,2011-08-26,2828.42,False
32,93,2010-09-10,30418.86,True
34,8,2012-01-27,25566.5,False
37,87,2012-10-19,1390.18,False
39,7,2012-07-20,36941.62,False
31,82,2012-10-12,16614.17,False
12,46,2011-04-01,32634.07,False
28,56,2010-07-23,206.3,False
38,67,2012-10-12,682.31,False
10,54,2012-09-14,81.6,False
18,40,2010-04-16,71253.11,False
24,17,2012-06-15,12489.07,False
26,34,2011-07-15,9528.25,False
26,95,2012-05-04,67156.37,False
5,6,2011-11-25,8053.68,True
25,98,2010-08-20,178.0,False
41,33,2010-08-27,5086.61,False
5,42,2012-05-18,3596.85,False
2,12,2011-02-11,5728.32,True
31,7,2011-11-25,54597.43,True
16,21,2010-06-04,2702.27,False
6,12,2010-07-02,8117.29,False
13,49,2012-06-01,7891.37,False
34,33,2012-06-22,2642.27,False
39,59,2010-02-12,845.89,True
31,8,2011-07-29,24085.31,False
39,93,2010-12-31,34717.82,True
28,14,2012-01-20,13077.73,False
26,38,2011-06-10,105846.62,False
24,80,2011-06-17,29981.49,False
1,26,2010-08-06,6151.1,False
21,56,2012-02-24,644.88,False
45,52,2011-10-07,1571.04,False
13,97,2010-08-06,29214.39,False
41,5,2010-04-23,27362.69,False
14,24,2012-09-28,6096.88,False
2,32,2011-07-01,9351.1,False
8,23,2011-01-14,13819.2,False
9,11,2010-10-15,9740.23,False
20,52,2010-09-17,4595.92,False
32,42,2011-05-20,6053.62,False
8,7,2010-11-12,18082.54,False
28,2,2010-08-27,60624.64,False
2,38,2010-10-22,83380.69,False
16,4,2010-10-29,13982.44,False
18,10,2012-05-04,13807.05,False
1,5,2010-11-05,23903.81,False
2,5,2012-03-09,28448.89,False
15,79,2011-12-02,8043.98,False
2,67,2011-01-14,6840.5,False
38,8,2010-07-23,7976.52,False
16,19,2011-07-01,423.62,False
30,87,2010-09-03,239.92,False
19,26,2012-05-11,6574.44,False
14,3,2011-10-14,12051.54,False
39,11,2011-09-02,20833.29,False
10,22,2012-10-12,23642.95,False
15,32,2011-12-09,6566.43,False
29,1,2011-11-18,11933.36,False
10,30,2011-09-30,8869.0,False
9,33,2012-03-30,2456.59,False
15,77,2012-02-10,204.0,True
39,13,2012-05-18,56677.96,False
30,96,2012-06-15,20092.53,False
10,34,2010-04-02,55161.13,False
8,8,2010-03-12,26239.22,False
1,48,2012-09-28,2672.0,False
35,93,2011-11-11,1261.72,False
17,41,2012-07-06,48.0,False
8,42,2012-10-26,5674.55,False
40,42,2010-07-23,4807.08,False
19,91,2011-01-28,57195.34,False
15,8,2012-02-03,21334.49,False
44,90,2011-05-13,30473.72,False
13,82,2011-03-04,30052.36,False
10,93,2012-07-20,1087.58,False
45,14,2011-04-08,11892.79,False
21,7,2012-03-30,17579.32,False
23,28,2012-03-02,906.93,False
30,96,2012-09-21,17959.99,False
16,25,2010-04-02,4981.25,False
12,23,2010-05-21,36980.39,False
39,14,2012-06-15,20724.22,False
38,52,2012-08-03,16.2,False
23,33,2011-04-15,11293.6,False
34,29,2011-12-30,2996.5,True
14,98,2010-03-05,18598.71,False
6,95,2010-03-12,85516.83,False
20,59,2010-09-10,1234.1,True
35,58,2010-03-05,4115.0,False
13,9,2011-01-21,21564.27,False
7,60,2011-12-09,176.0,False
18,25,2012-07-20,14907.83,False
27,29,2010-10-01,5403.54,False
23,40,2011-08-12,60326.29,False
1,42,2012-09-28,6568.89,False
8,41,2010-08-20,1880.0,False
19,45,2011-01-21,2.25,False
9,9,2011-12-16,16801.71,False
30,98,2012-04-06,3941.96,False
6,27,2011-02-11,2300.64,True
9,12,2011-01-28,4699.32,False
40,27,2010-03-12,1045.5,False
44,6,2010-12-17,3.94,False
23,31,2011-12-02,5328.03,False
34,74,2011-02-25,9529.62,False
28,46,2012-07-13,19270.58,False
7,28,2012-05-04,152.63,False
10,9,2010-09-24,57404.88,False
8,10,2011-10-07,23770.14,False
8,58,2010-05-28,3110.0,False
38,56,2010-12-17,459.0,False
23,44,2011-04-15,6982.04,False
36,22,2011-12-23,115.92,False
37,3,2011-03-04,1309.4,False
41,11,2011-04-15,9974.77,False
44,13,2012-06-01,7188.79,False
15,60,2012-05-04,90.0,False
40,28,2011-09-09,208.84,True
39,11,2012-10-19,20583.7,False
40,10,2010-09-10,21724.97,True
31,67,2012-07-20,4997.03,False
24,34,2012-07-06,25564.74,False
10,45,2011-03-18,72.29,False
25,95,2011-02-04,42424.56,False
26,46,2012-04-27,8748.67,False
44,56,2012-06-15,1326.17,False
45,90,2010-06-04,21080.99,False
2,96,2012-07-20,37624.56,False
9,48,2011-12-16,908.0,False
45,28,2010-11-05,1289.79,False
33,96,2010-04-23,7977.15,False
21,22,2010-06-18,7881.14,False
20,59,2012-04-27,520.82,False
13,72,2011-02-11,109069.03,True
36,17,2011-01-28,487.93,False
10,12,2011-10-07,8721.13,False
30,85,2010-12-31,82.79,True
27,4,2011-09-09,50975.43,True
44,67,2011-07-08,622.81,False
31,94,2011-12-09,60424.43,False
28,20,2010-04-16,6999.15,False
25,35,2010-10-29,2044.0,False
3,30,2010-08-13,1138.0,False
1,79,2012-01-20,31186.0,False
22,83,2010-10-15,1320.35,False
2,87,2010-10-22,21954.18,False
41,51,2012-05-04,21.78,False
11,83,2011-09-23,2788.91,False
14,27,2010-09-24,2057.7,False
27,7,2012-10-05,31176.47,False
29,81,2010-03-26,5346.26,False
5,34,2010-04-02,3277.0,False
32,46,2012-03-23,28817.77,False
35,54,2011-12-16,35.92,False
39,36,2011-10-28,748.22,False
23,29,2011-05-20,10913.21,False
13,40,2011-02-25,82480.31,False
41,46,2011-03-18,25951.14,False
29,90,2012-10-19,11704.06,False
3,87,2012-07-06,688.86,False
39,95,2011-04-29,96530.18,False
17,52,2012-01-20,2913.65,False
27,98,2010-06-18,11979.86,False
7,35,2012-04-06,418.97,False
16,20,2012-06-01,4135.98,False
4,59,2012-09-28,270.42,False
39,94,2012-06-01,67608.21,False
25,7,2012-08-03,12571.55,False
40,3,2011-08-05,10213.49,False
12,58,2010-10-08,2085.0,False
44,31,2011-06-17,3.46,False
29,29,2012-02-03,4630.84,False
28,81,2010-12-03,24913.62,False
22,6,2012-07-27,2404.72,False
31,26,2011-03-18,7579.79,False
39,11,2011-11-04,20275.64,False
15,24,2010-11-12,4738.79,False
29,59,2010-10-08,339.28,False
24,90,2012-05-11,75393.92,False
4,21,2012-07-27,7239.77,False
14,23,2010-12-24,112949.82,False
33,92,2011-09-02,30077.26,False
11,54,2010-06-04,601.0,False
20,97,2010-03-19,21443.17,False
35,67,2011-12-30,6920.47,True
4,38,2012-07-27,67954.65,False
34,81,2012-05-04,17155.26,False
15,60,2011-12-23,378.4,False
29,14,2010-03-26,9509.47,False
13,92,2011-06-17,162202.48,False
7,91,2010-09-17,8930.63,False
12,32,2011-05-20,10350.19,False
6,87,2011-12-16,44020.34,False
23,12,2010-08-13,8247.05,False
15,21,2011-12-30,2856.63,True
10,95,2010-07-09,86082.93,False
19,49,2011-02-11,6901.76,True
5,30,2012-10-05,877.38,False
38,96,2012-09-28,13423.83,False
37,21,2012-07-06,1762.98,False
14,82,2012-07-20,20359.88,False
15,42,2012-03-30,3101.68,False
16,2,2011-06-17,26132.96,False
10,25,2011-11-25,27631.18,True
32,34,2010-07-16,11945.96,False
5,90,2012-07-13,3231.37,False
15,29,2011-08-19,3793.58,False
23,9,2011-02-11,21048.32,True
32,7,2011-07-29,22830.77,False
22,17,2012-10-12,15796.82,False
5,72,2012-03-16,8747.62,False
25,71,2012-08-10,4414.82,False
44,13,2011-12-02,6859.65,False
29,91,2010-07-02,5062.07,False
17,7,2012-10-19,13071.99,False
13,96,2011-04-15,7331.02,False
9,42,2010-12-24,3042.75,False
33,5,2011-03-11,280.0,False
5,81,2011-06-03,2574.45,False
8,99,2011-12-16,2080.0,False
1,11,2010-02-12,21760.75,True
31,52,2010-02-19,1218.41,False
15,79,2012-04-13,7720.12,False
25,55,2012-10-12,4651.64,False
8,95,2010-10-29,54643.04,False
28,9,2010-03-26,18407.95,False
10,52,2010-04-16,5183.72,False
2,79,2010-12-24,35899.01,False
30,20,2012-04-06,40.0,False
40,95,2010-03-05,71073.13,False
2,16,2010-12-17,5383.66,False
6,19,2011-06-10,1857.58,False
6,60,2012-03-16,252.0,False
25,91,2011-02-18,7376.16,False
41,33,2012-04-27,3895.62,False
30,59,2011-07-15,46.4,False
16,71,2011-08-12,3284.34,False
15,18,2011-05-20,-1.66,False
26,56,2012-03-02,779.56,False
36,2,2010-10-08,15268.35,False
25,17,2010-11-26,15799.31,True
5,82,2010-02-12,3942.76,True
18,50,2012-07-20,1556.0,False
45,81,2012-09-21,14473.39,False
7,27,2011-10-07,593.09,False
28,17,2010-06-18,9252.84,False
9,41,2011-07-15,840.0,False
34,38,2010-02-05,58078.66,False
9,42,2012-08-10,3272.49,False
20,4,2011-12-16,54150.59,False
11,83,2011-10-07,2844.49,False
36,82,2010-07-16,3924.12,False
44,80,2011-07-29,4544.56,False
45,21,2012-05-18,3292.05,False
38,83,2010-04-09,2382.7,False
14,72,2010-03-05,151790.58,False
1,41,2011-05-27,406.0,False
22,60,2011-10-21,422.4,False
1,27,2010-09-24,791.7,False
1,32,2010-12-24,43995.62,False
1,18,2011-01-21,1579.21,False
45,85,2011-07-22,2144.74,False
31,91,2011-03-04,69810.96,False
39,8,2011-04-29,34083.25,False
16,16,2011-02-04,1927.28,False
41,7,2010-11-12,28351.73,False
19,4,2010-08-13,32787.39,False
14,38,2012-02-17,104499.18,False
42,95,2010-07-30,52109.96,False
11,17,2010-05-14,11494.95,False
37,90,2012-04-13,42520.99,False
15,14,2011-12-02,15781.96,False
11,83,2012-01-27,3132.8,False
41,96,2012-04-20,2638.38,False
32,38,2012-02-10,67967.3,True
27,9,2010-11-12,20191.78,False
20,26,2010-09-03,12424.68,False
27,87,2010-11-12,16782.9,False
27,97,2012-08-10,20012.19,False
9,42,2010-11-26,2973.71,True
18,97,2010-09-10,4803.76,True
14,17,2011-09-02,20169.9,False
16,48,2012-07-20,759.0,False
42,31,2012-09-21,42.0,False
13,41,2010-07-09,933.0,False
40,93,2010-12-10,28263.09,False
32,41,2010-02-12,140.35,True
5,55,2012-07-13,3205.23,False
39,79,2011-11-18,41407.07,False
13,96,2011-05-06,7952.37,False
16,80,2010-12-10,7.96,False
25,94,2012-10-26,4793.88,False
11,26,2010-05-21,10360.62,False
9,4,2011-05-06,17915.32,False
5,46,2010-07-02,4013.59,False
17,13,2012-06-08,25444.05,False
24,83,2011-10-14,3737.81,False
26,72,2012-10-12,37245.73,False
24,7,2012-03-16,24181.12,False
11,44,2012-04-06,6299.27,False
3,16,2010-10-22,2715.06,False
35,83,2010-05-07,4339.82,False
34,72,2010-02-05,59961.68,False
36,55,2012-01-27,60.13,False
23,34,2010-03-26,26623.03,False
41,33,2010-12-17,11443.91,False
13,8,2010-07-02,36764.1,False
23,33,2010-02-12,11418.34,True
18,14,2012-02-10,23820.52,True
19,16,2011-03-11,6902.5,False
31,94,2011-09-02,77902.29,False
32,19,2010-10-22,1779.73,False
33,12,2012-04-20,12.78,False
7,33,2012-10-19,2338.11,False
35,58,2011-11-25,1155.0,True
5,8,2010-04-16,14325.6,False
2,3,2011-07-01,10217.77,False
41,90,2011-01-07,71234.88,False
6,44,2012-06-22,8576.18,False
44,11,2011-09-23,458.97,False
15,54,2010-09-03,90.0,False
45,85,2010-02-05,2051.27,False
40,6,2011-04-01,3417.89,False
18,10,2011-09-23,13655.39,False
35,52,2011-11-11,824.35,False
39,92,2011-09-23,106565.23,False
20,59,2012-09-21,433.13,False
23,9,2011-07-29,64649.74,False
37,38,2010-11-05,71981.13,False
45,9,2010-06-04,22834.13,False
24,26,2011-07-29,5758.21,False
12,36,2010-12-17,4435.0,False
22,28,2011-08-26,540.68,False
32,23,2010-05-14,14254.83,False
9,23,2012-08-10,10563.58,False
4,59,2011-06-10,355.71,False
20,3,2012-03-23,9490.81,False
28,46,2010-05-28,19706.18,False
34,28,2010-06-25,212.47,False
39,44,2012-05-25,4608.98,False
43,4,2010-12-17,17817.77,False
15,20,2010-05-28,5250.19,False
7,79,2012-05-04,3827.99,False
17,81,2011-07-01,15626.86,False
41,2,2012-03-30,48048.31,False
5,26,2010-07-02,1166.97,False
37,90,2012-02-17,45680.51,False
8,3,2011-02-11,9793.24,True
10,29,2010-11-26,19499.5,True
36,40,2012-09-07,9539.27,True
18,97,2011-07-22,3636.74,False
44,81,2012-01-27,8096.28,False
28,67,2010-10-15,5289.12,False
32,8,2010-11-26,25881.17,True
1,17,2010-12-17,13487.5,False
15,23,2012-02-03,13440.75,False
14,81,2012-07-13,30650.95,False
35,23,2011-04-29,38612.79,False
31,35,2012-01-27,1320.98,False
14,7,2010-04-09,64065.23,False
45,18,2011-06-03,3.0,False
4,31,2011-05-13,2308.43,False
34,16,2012-10-26,4841.81,False
9,9,2012-09-07,31608.96,True
3,85,2010-06-11,1197.42,False
12,45,2012-06-22,23.94,False
25,20,2012-02-17,2257.93,False
13,92,2012-03-23,165498.72,False
23,95,2010-12-03,43722.38,False
22,36,2011-11-04,3644.38,False
28,83,2011-12-16,4292.45,False
14,94,2012-02-24,57730.48,False
35,71,2010-11-19,8246.57,False
22,38,2011-02-18,59758.04,False
42,4,2010-08-27,13374.88,False
35,29,2012-03-16,8370.76,False
15,67,2012-02-10,7541.44,True
36,1,2011-12-30,2437.25,True
21,36,2010-02-05,1167.0,False
28,97,2011-04-22,19158.25,False
19,31,2012-07-06,2075.04,False
23,20,2011-07-22,13278.12,False
26,38,2010-03-05,110526.27,False
9,12,2011-02-11,4333.02,True
26,23,2012-10-12,15729.37,False
31,13,2010-09-03,42940.63,False
3,25,2011-10-21,4747.24,False
39,25,2010-02-12,5155.22,True
2,32,2010-06-04,13576.58,False
42,21,2011-01-07,1062.43,False
27,20,2010-06-25,16152.3,False
26,54,2010-06-11,146.0,False
3,40,2011-07-15,16134.2,False
10,28,2010-07-02,723.05,False
41,55,2011-06-03,6171.66,False
25,54,2011-07-15,-28.92,False
9,90,2011-05-06,2909.84,False
4,2,2010-04-30,82676.37,False
13,6,2010-05-14,12178.06,False
25,37,2011-09-09,2899.6,True
39,58,2010-02-12,2655.0,True
4,94,2012-03-16,71271.28,False
31,90,2012-10-19,91133.11,False
7,48,2012-02-17,478.0,False
10,48,2011-05-20,792.0,False
28,1,2012-02-24,18278.04,False
21,58,2011-05-13,230.0,False
42,92,2011-01-28,73166.76,False
29,4,2011-12-02,14767.69,False
30,8,2010-04-16,12807.36,False
39,8,2012-07-20,38576.91,False
41,72,2012-10-12,44523.14,False
2,60,2012-02-17,252.0,False
20,22,2011-12-02,15591.17,False
19,1,2012-08-10,14837.51,False
19,21,2011-12-30,6844.82,True
5,10,2010-03-12,9407.42,False
33,7,2010-06-11,223.0,False
37,25,2011-10-07,52.03,False
1,11,2010-08-20,31789.86,False
41,11,2011-11-18,14529.56,False
20,37,2012-05-25,4190.92,False
13,4,2011-02-18,39921.0,False
32,5,2012-07-06,14982.41,False
40,44,2012-10-26,3930.62,False
25,42,2010-10-22,5113.56,False
40,81,2012-07-27,20792.59,False
9,3,2012-05-04,5516.08,False
8,82,2012-07-13,13858.34,False
10,48,2010-02-19,2469.0,False
35,38,2011-04-29,35419.16,False
13,28,2010-12-17,2195.9,False
38,60,2011-04-08,431.2,False
26,82,2010-02-26,8904.56,False
25,35,2010-09-17,2794.0,False
11,2,2011-12-16,62524.14,False
15,16,2010-09-10,9152.77,True
2,37,2012-09-28,5202.93,False
34,10,2010-04-30,14414.78,False
18,40,2011-09-09,61439.59,True
10,55,2012-05-25,14958.16,False
30,21,2011-02-18,1729.16,False
25,49,2012-03-02,12839.24,False
6,91,2012-10-19,45019.75,False
31,19,2010-12-24,50.0,False
23,92,2010-02-19,43278.5,False
45,22,2011-12-09,10289.2,False
28,80,2012-10-05,21349.53,False
2,19,2010-10-15,4868.32,False
21,58,2011-12-30,1875.0,True
38,74,2010-10-29,294.61,False
45,34,2010-02-26,13441.5,False
39,45,2010-12-17,14.96,False
14,1,2011-10-28,70912.19,False
13,59,2010-08-13,816.01,False
6,31,2011-04-29,2470.4,False
14,14,2010-05-07,26842.13,False
6,17,2012-06-15,15508.15,False
17,79,2011-09-09,25147.9,True
25,94,2011-06-24,2.0,False
23,79,2011-05-06,35771.05,False
20,87,2010-11-26,32933.08,True
4,26,2010-10-29,21769.97,False
22,55,2010-10-22,8922.74,False
28,81,2012-08-24,20574.93,False
33,67,2012-09-14,729.74,False
25,93,2011-07-15,775.42,False
19,11,2012-04-06,15726.43,False
22,41,2010-07-09,1774.0,False
1,8,2010-12-10,35188.54,False
10,58,2010-10-22,5009.0,False
31,41,2011-08-26,1221.0,False
22,38,2010-12-17,74543.98,False
35,16,2012-08-10,956.82,False
39,29,2012-08-17,7781.97,False
41,74,2010-07-02,21142.43,False
45,49,2012-02-10,56.43,True
23,55,2012-03-16,11105.8,False
20,58,2012-02-24,2945.0,False
2,22,2011-08-05,11000.99,False
42,4,2010-07-23,13554.83,False
34,58,2011-02-04,1330.0,False
28,24,2011-03-18,8333.73,False
12,72,2012-08-31,41856.62,False
16,27,2010-03-26,679.5,False
14,90,2012-10-05,95863.28,False
9,16,2011-06-03,22472.66,False
13,17,2012-03-02,18612.23,False
41,29,2011-01-28,3305.43,False
2,94,2010-02-19,90239.09,False
17,80,2012-02-17,766.82,False
10,2,2011-08-19,119858.79,False
31,12,2011-07-22,3132.09,False
30,10,2012-10-26,195.99,False
7,77,2011-11-25,677.0,True
10,71,2012-06-01,14701.68,False
29,85,2012-08-24,2147.47,False
41,54,2010-10-01,20.0,False
1,23,2011-11-11,21318.68,False
19,60,2011-09-16,466.4,False
17,42,2010-06-04,3909.8,False
33,7,2010-07-16,169.0,False
28,16,2010-11-19,3090.46,False
30,26,2012-06-22,4.0,False
5,71,2010-04-16,449.5,False
25,59,2011-12-09,640.5,False
30,90,2010-07-30,32637.24,False
15,1,2011-04-22,45739.44,False
6,9,2010-09-17,49523.84,False
11,31,2012-08-10,4867.98,False
22,36,2011-06-10,6861.0,False
14,33,2010-04-16,11459.75,False
30,60,2010-04-23,836.0,False
39,8,2010-07-30,34391.09,False
2,67,2011-02-25,8959.99,False
40,37,2010-11-05,3319.78,False
30,46,2011-08-26,5106.85,False
29,52,2012-03-23,1021.73,False
18,74,2012-08-24,31819.87,False
41,94,2012-03-23,42998.27,False
39,92,2011-03-11,96735.92,False
21,67,2011-11-25,4131.31,True
34,22,2012-06-29,4987.39,False
8,34,2011-06-17,9918.52,False
